enrollment,interval,start,end,model
1117,Weekly,11/19/2020,11/24/2020,5-Day In-Person
1117,Weekly,11/24/2020,12/2/2020,5-Day In-Person
1117,Weekly,12/3/2020,12/9/2020,5-Day In-Person
1117,Weekly,12/10/2020,12/16/2020,5-Day In-Person
1117,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
1117,Weekly,1/7/2021,1/13/2021,5-Day In-Person
1117,Weekly,1/14/2021,1/20/2021,5-Day In-Person
1117,Weekly,1/21/2021,1/26/2021,5-Day In-Person
1117,Weekly,1/27/2021,2/3/2021,5-Day In-Person
1117,Weekly,2/4/2021,2/9/2021,5-Day In-Person
1117,Weekly,2/10/2021,2/16/2021,5-Day In-Person
1117,Weekly,2/17/2021,2/22/2021,5-Day In-Person
1117,Weekly,2/23/2021,3/2/2021,5-Day In-Person
1117,Weekly,3/3/2021,3/9/2021,5-Day In-Person
1117,Weekly,3/10/2021,3/16/2021,5-Day In-Person
1117,Weekly,3/17/2021,3/23/2021,5-Day In-Person
1117,Weekly,3/24/2021,3/30/2021,5-Day In-Person
1117,Weekly,3/31/2021,4/6/2021,5-Day In-Person
1117,Weekly,4/7/2021,4/13/2021,5-Day In-Person
1117,Weekly,4/14/2021,4/20/2021,5-Day In-Person
1117,Weekly,4/21/2021,4/27/2021,5-Day In-Person
1117,Weekly,4/28/2021,5/4/2021,5-Day In-Person
1117,Weekly,5/5/2021,5/11/2021,5-Day In-Person
1117,Weekly,5/12/2021,5/18/2021,5-Day In-Person
1117,Weekly,5/19/2021,5/26/2021,5-Day In-Person
20089,Biweekly,8/6/2020,8/19/2020,Fully Remote
20089,Weekly,8/20/2020,8/26/2020,Fully Remote
20089,Weekly,8/27/2020,9/2/2020,Fully Remote
20089,Weekly,9/3/2020,9/9/2020,Fully Remote
20089,Weekly,9/10/2020,9/16/2020,Fully Remote
20089,Weekly,9/17/2020,9/23/2020,Fully Remote
20089,Weekly,9/24/2020,9/30/2020,Fully Remote
20089,Weekly,10/1/2020,10/7/2020,Fully Remote
20089,Weekly,10/8/2020,10/14/2020,Fully Remote
20089,Weekly,10/15/2020,10/21/2020,Fully Remote
20089,Weekly,10/22/2020,10/28/2020,Fully Remote
20089,Weekly,10/29/2020,11/4/2020,Fully Remote
20089,Weekly,11/5/2020,11/11/2020,Fully Remote
20089,Weekly,11/12/2020,11/19/2020,Fully Remote
20089,Weekly,11/19/2020,11/24/2020,Fully Remote
20089,Weekly,11/24/2020,12/2/2020,Fully Remote
20089,Weekly,12/3/2020,12/9/2020,Fully Remote
20089,Weekly,12/10/2020,12/16/2020,Fully Remote
20089,Biweekly,12/17/2020,1/6/2021,Fully Remote
20089,Weekly,1/7/2021,1/13/2021,Fully Remote
20089,Weekly,1/14/2021,1/20/2021,Fully Remote
20089,Weekly,1/21/2021,1/26/2021,Fully Remote
20089,Weekly,1/27/2021,2/3/2021,Fully Remote
20089,Weekly,2/4/2021,2/9/2021,Fully Remote
20089,Weekly,2/10/2021,2/16/2021,Fully Remote
20089,Weekly,2/17/2021,2/22/2021,Fully Remote
20089,Weekly,2/23/2021,3/2/2021,Fully Remote
20089,Weekly,3/3/2021,3/9/2021,Fully Remote
20089,Weekly,3/10/2021,3/16/2021,Partial Access to Hybrid
20089,Weekly,3/17/2021,3/23/2021,Full Access to Hybrid
20089,Weekly,3/24/2021,3/30/2021,Full Access to Hybrid
20089,Weekly,3/31/2021,4/6/2021,Full Access to Hybrid
20089,Weekly,4/7/2021,4/13/2021,Full Access to Hybrid
20089,Weekly,4/14/2021,4/20/2021,Full Access to Hybrid
20089,Weekly,4/21/2021,4/27/2021,Full Access to Hybrid
20089,Weekly,4/28/2021,5/4/2021,Full Access to Hybrid
20089,Weekly,5/5/2021,5/11/2021,Full Access to Hybrid
20089,Weekly,5/12/2021,5/18/2021,Full Access to Hybrid
20089,Weekly,5/19/2021,5/26/2021,Full Access to Hybrid
1381,Biweekly,8/6/2020,8/19/2020,NA
1381,Weekly,8/20/2020,8/26/2020,NA
1381,Weekly,8/27/2020,9/2/2020,Fully Remote
1381,Weekly,9/3/2020,9/9/2020,Fully Remote
1381,Weekly,9/10/2020,9/16/2020,Fully Remote
1381,Weekly,9/17/2020,9/23/2020,Fully Remote
1381,Weekly,9/24/2020,9/30/2020,Fully Remote
1381,Weekly,10/1/2020,10/7/2020,Fully Remote
1381,Weekly,10/8/2020,10/14/2020,Fully Remote
1381,Weekly,10/15/2020,10/21/2020,Fully Remote
1381,Weekly,10/22/2020,10/28/2020,5-Day In-Person
1381,Weekly,10/29/2020,11/4/2020,5-Day In-Person
1381,Weekly,11/5/2020,11/11/2020,5-Day In-Person
1381,Weekly,11/12/2020,11/19/2020,5-Day In-Person
1381,Weekly,11/19/2020,11/24/2020,5-Day In-Person
1381,Weekly,11/24/2020,12/2/2020,5-Day In-Person
1381,Weekly,12/3/2020,12/9/2020,5-Day In-Person
1381,Weekly,12/10/2020,12/16/2020,5-Day In-Person
1381,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
1381,Weekly,1/7/2021,1/13/2021,5-Day In-Person
1381,Weekly,1/14/2021,1/20/2021,Hybrid
1381,Weekly,1/21/2021,1/26/2021,Hybrid
1381,Weekly,1/27/2021,2/3/2021,Hybrid
1381,Weekly,2/4/2021,2/9/2021,Hybrid
1381,Weekly,2/10/2021,2/16/2021,Hybrid
1381,Weekly,2/17/2021,2/22/2021,Full Acccess to Hybrid
1381,Weekly,2/23/2021,3/2/2021,Full Access to Hybrid
1381,Weekly,3/3/2021,3/9/2021,Full Access to Hybrid
1381,Weekly,3/10/2021,3/16/2021,Full Access to Hybrid
1381,Weekly,3/17/2021,3/23/2021,Full Access to Hybrid
1381,Weekly,3/24/2021,3/30/2021,Full Access to Hybrid
1381,Weekly,3/31/2021,4/6/2021,Full Access to Hybrid
1381,Weekly,4/7/2021,4/13/2021,Full Access to Hybrid
1381,Weekly,4/14/2021,4/20/2021,Full Access to Hybrid
1381,Weekly,4/21/2021,4/27/2021,Full Access to Hybrid
1381,Weekly,4/28/2021,5/4/2021,Full Access to Hybrid
1381,Weekly,5/5/2021,5/11/2021,Full Access to Hybrid
1381,Weekly,5/12/2021,5/18/2021,Full Access to Hybrid
1381,Weekly,5/19/2021,5/26/2021,Full Access to Hybrid
1023,Biweekly,8/6/2020,8/19/2020,5-Day In-Person
1023,Weekly,8/20/2020,8/26/2020,Hybrid
1023,Weekly,8/27/2020,9/2/2020,Hybrid
1023,Weekly,9/3/2020,9/9/2020,Hybrid
1023,Weekly,9/10/2020,9/16/2020,Hybrid
1023,Weekly,9/17/2020,9/23/2020,Hybrid
1023,Weekly,9/24/2020,9/30/2020,Hybrid
1023,Weekly,10/1/2020,10/7/2020,Hybrid
1023,Weekly,10/8/2020,10/14/2020,Hybrid
1023,Weekly,10/15/2020,10/21/2020,Hybrid
1023,Weekly,10/22/2020,10/28/2020,Hybrid
1023,Weekly,10/29/2020,11/4/2020,Hybrid
1023,Weekly,11/5/2020,11/11/2020,Hybrid
1023,Weekly,11/12/2020,11/19/2020,Hybrid
1023,Weekly,11/19/2020,11/24/2020,Hybrid
1023,Weekly,11/24/2020,12/2/2020,Hybrid
1023,Weekly,12/3/2020,12/9/2020,Hybrid
1023,Weekly,12/10/2020,12/16/2020,Hybrid
1023,Biweekly,12/17/2020,1/6/2021,Hybrid
1023,Weekly,1/7/2021,1/13/2021,Hybrid
1023,Weekly,1/14/2021,1/20/2021,Hybrid
1023,Weekly,1/21/2021,1/26/2021,5-Day In-Person
1023,Weekly,1/27/2021,2/3/2021,5-Day In-Person
1023,Weekly,2/4/2021,2/9/2021,5-Day In-Person
1023,Weekly,2/10/2021,2/16/2021,5-Day In-Person
1023,Weekly,2/17/2021,2/22/2021,5-Day In-Person
1023,Weekly,2/23/2021,3/2/2021,5-Day In-Person
1023,Weekly,3/3/2021,3/9/2021,5-Day In-Person
1023,Weekly,3/10/2021,3/16/2021,5-Day In-Person
1023,Weekly,3/17/2021,3/23/2021,5-Day In-Person
1023,Weekly,3/24/2021,3/30/2021,5-Day In-Person
1023,Weekly,3/31/2021,4/6/2021,5-Day In-Person
1023,Weekly,4/7/2021,4/13/2021,5-Day In-Person
1023,Weekly,4/14/2021,4/20/2021,5-Day In-Person
1023,Weekly,4/21/2021,4/27/2021,5-Day In-Person
1023,Weekly,4/28/2021,5/4/2021,5-Day In-Person
1023,Weekly,5/5/2021,5/11/2021,5-Day In-Person
1023,Weekly,5/12/2021,5/18/2021,5-Day In-Person
1023,Weekly,5/19/2021,5/26/2021,5-Day In-Person
2815,Biweekly,8/6/2020,8/19/2020,Hybrid
2815,Weekly,8/20/2020,8/26/2020,Hybrid
2815,Weekly,8/27/2020,9/2/2020,Hybrid
2815,Weekly,9/3/2020,9/9/2020,Hybrid
2815,Weekly,9/10/2020,9/16/2020,Hybrid
2815,Weekly,9/17/2020,9/23/2020,Hybrid
2815,Weekly,9/24/2020,9/30/2020,Hybrid
2815,Weekly,10/1/2020,10/7/2020,Hybrid
2815,Weekly,10/8/2020,10/14/2020,Hybrid
2815,Weekly,10/15/2020,10/21/2020,5-Day In-Person
2815,Weekly,10/22/2020,10/28/2020,5-Day In-Person
2815,Weekly,10/29/2020,11/4/2020,5-Day In-Person
2815,Weekly,11/5/2020,11/11/2020,5-Day In-Person
2815,Weekly,11/12/2020,11/19/2020,5-Day In-Person
2815,Weekly,11/19/2020,11/24/2020,5-Day In-Person
2815,Weekly,11/24/2020,12/2/2020,Fully Remote
2815,Weekly,12/3/2020,12/9/2020,Fully Remote
2815,Weekly,12/10/2020,12/16/2020,5-Day In-Person
2815,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
2815,Weekly,1/7/2021,1/13/2021,Fully Remote
2815,Weekly,1/14/2021,1/20/2021,5-Day In-Person
2815,Weekly,1/21/2021,1/26/2021,5-Day In-Person
2815,Weekly,1/27/2021,2/3/2021,5-Day In-Person
2815,Weekly,2/4/2021,2/9/2021,5-Day In-Person
2815,Weekly,2/10/2021,2/16/2021,5-Day In-Person
2815,Weekly,2/17/2021,2/22/2021,5-Day In-Person
2815,Weekly,2/23/2021,3/2/2021,5-Day In-Person
2815,Weekly,3/3/2021,3/9/2021,5-Day In-Person
2815,Weekly,3/10/2021,3/16/2021,5-Day In-Person
2815,Weekly,3/17/2021,3/23/2021,5-Day In-Person
2815,Weekly,3/24/2021,3/30/2021,5-Day In-Person
2815,Weekly,3/31/2021,4/6/2021,5-Day In-Person
2815,Weekly,4/7/2021,4/13/2021,5-Day In-Person
2815,Weekly,4/14/2021,4/20/2021,5-Day In-Person
2815,Weekly,4/21/2021,4/27/2021,5-Day In-Person
2815,Weekly,4/28/2021,5/4/2021,5-Day In-Person
2815,Weekly,5/5/2021,5/11/2021,5-Day In-Person
2815,Weekly,5/12/2021,5/18/2021,5-Day In-Person
2815,Weekly,5/19/2021,5/26/2021,5-Day In-Person
1412,Biweekly,8/6/2020,8/19/2020,5-Day In-Person
1412,Weekly,8/20/2020,8/26/2020,5-Day In-Person
1412,Weekly,8/27/2020,9/2/2020,5-Day In-Person
1412,Weekly,9/3/2020,9/9/2020,5-Day In-Person
1412,Weekly,9/10/2020,9/16/2020,5-Day In-Person
1412,Weekly,9/17/2020,9/23/2020,5-Day In-Person
1412,Weekly,9/24/2020,9/30/2020,5-Day In-Person
1412,Weekly,10/1/2020,10/7/2020,5-Day In-Person
1412,Weekly,10/8/2020,10/14/2020,5-Day In-Person
1412,Weekly,10/15/2020,10/21/2020,5-Day In-Person
1412,Weekly,10/22/2020,10/28/2020,5-Day In-Person
1412,Weekly,10/29/2020,11/4/2020,5-Day In-Person
1412,Weekly,11/5/2020,11/11/2020,5-Day In-Person
1412,Weekly,11/12/2020,11/19/2020,5-Day In-Person
1412,Weekly,11/19/2020,11/24/2020,Fully Remote
1412,Weekly,11/24/2020,12/2/2020,Fully Remote
1412,Weekly,12/3/2020,12/9/2020,Fully Remote
1412,Weekly,12/10/2020,12/16/2020,Fully Remote
1412,Biweekly,12/17/2020,1/6/2021,Fully Remote
1412,Weekly,1/7/2021,1/13/2021,Fully Remote
1412,Weekly,1/14/2021,1/20/2021,Fully Remote
1412,Weekly,1/21/2021,1/26/2021,5-Day In-Person
1412,Weekly,1/27/2021,2/3/2021,5-Day In-Person
1412,Weekly,2/4/2021,2/9/2021,5-Day In-Person
1412,Weekly,2/10/2021,2/16/2021,5-Day In-Person
1412,Weekly,2/17/2021,2/22/2021,5-Day In-Person
1412,Weekly,2/23/2021,3/2/2021,5-Day In-Person
1412,Weekly,3/3/2021,3/9/2021,5-Day In-Person
1412,Weekly,3/10/2021,3/16/2021,5-Day In-Person
1412,Weekly,3/17/2021,3/23/2021,5-Day In-Person
1412,Weekly,3/24/2021,3/30/2021,5-Day In-Person
1412,Weekly,3/31/2021,4/6/2021,5-Day In-Person
1412,Weekly,4/7/2021,4/13/2021,5-Day In-Person
1412,Weekly,4/14/2021,4/20/2021,5-Day In-Person
1412,Weekly,4/21/2021,4/27/2021,5-Day In-Person
1412,Weekly,4/28/2021,5/4/2021,5-Day In-Person
1412,Weekly,5/5/2021,5/11/2021,5-Day In-Person
1412,Weekly,5/12/2021,5/18/2021,5-Day In-Person
1412,Weekly,5/19/2021,5/26/2021,5-Day In-Person
3426,Biweekly,8/6/2020,8/19/2020,5-Day In-Person
3426,Weekly,8/20/2020,8/26/2020,5-Day In-Person
3426,Weekly,8/27/2020,9/2/2020,5-Day In-Person
3426,Weekly,9/3/2020,9/9/2020,5-Day In-Person
3426,Weekly,9/10/2020,9/16/2020,5-Day In-Person
3426,Weekly,9/17/2020,9/23/2020,5-Day In-Person
3426,Weekly,9/24/2020,9/30/2020,5-Day In-Person
3426,Weekly,10/1/2020,10/7/2020,5-Day In-Person
3426,Weekly,10/8/2020,10/14/2020,5-Day In-Person
3426,Weekly,10/15/2020,10/21/2020,5-Day In-Person
3426,Weekly,10/22/2020,10/28/2020,5-Day In-Person
3426,Weekly,10/29/2020,11/4/2020,5-Day In-Person
3426,Weekly,11/5/2020,11/11/2020,5-Day In-Person
3426,Weekly,11/12/2020,11/19/2020,5-Day In-Person
3426,Weekly,11/19/2020,11/24/2020,5-Day In-Person
3426,Weekly,11/24/2020,12/2/2020,5-Day In-Person
3426,Weekly,12/3/2020,12/9/2020,5-Day In-Person
3426,Weekly,12/10/2020,12/16/2020,5-Day In-Person
3426,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
3426,Weekly,1/7/2021,1/13/2021,5-Day In-Person
3426,Weekly,1/14/2021,1/20/2021,5-Day In-Person
3426,Weekly,1/21/2021,1/26/2021,5-Day In-Person
3426,Weekly,1/27/2021,2/3/2021,5-Day In-Person
3426,Weekly,2/4/2021,2/9/2021,5-Day In-Person
3426,Weekly,2/10/2021,2/16/2021,5-Day In-Person
3426,Weekly,2/17/2021,2/22/2021,5-Day In-Person
3426,Weekly,2/23/2021,3/2/2021,5-Day In-Person
3426,Weekly,3/3/2021,3/9/2021,5-Day In-Person
3426,Weekly,3/10/2021,3/16/2021,5-Day In-Person
3426,Weekly,3/17/2021,3/23/2021,5-Day In-Person
3426,Weekly,3/24/2021,3/30/2021,5-Day In-Person
3426,Weekly,3/31/2021,4/6/2021,5-Day In-Person
3426,Weekly,4/7/2021,4/13/2021,5-Day In-Person
3426,Weekly,4/14/2021,4/20/2021,5-Day In-Person
3426,Weekly,4/21/2021,4/27/2021,5-Day In-Person
3426,Weekly,4/28/2021,5/4/2021,5-Day In-Person
3426,Weekly,5/5/2021,5/11/2021,5-Day In-Person
3426,Weekly,5/12/2021,5/18/2021,5-Day In-Person
3426,Weekly,5/19/2021,5/26/2021,5-Day In-Person
1089,Biweekly,8/6/2020,8/19/2020,5-Day In-Person
1089,Weekly,8/20/2020,8/26/2020,5-Day In-Person
1089,Weekly,8/27/2020,9/2/2020,5-Day In-Person
1089,Weekly,9/3/2020,9/9/2020,5-Day In-Person
1089,Weekly,9/10/2020,9/16/2020,5-Day In-Person
1089,Weekly,9/17/2020,9/23/2020,5-Day In-Person
1089,Weekly,9/24/2020,9/30/2020,5-Day In-Person
1089,Weekly,10/1/2020,10/7/2020,5-Day In-Person
1089,Weekly,10/8/2020,10/14/2020,5-Day In-Person
1089,Weekly,10/15/2020,10/21/2020,5-Day In-Person
1089,Weekly,10/22/2020,10/28/2020,5-Day In-Person
1089,Weekly,10/29/2020,11/4/2020,5-Day In-Person
1089,Weekly,11/5/2020,11/11/2020,5-Day In-Person
1089,Weekly,11/12/2020,11/19/2020,5-Day In-Person
1089,Weekly,11/19/2020,11/24/2020,5-Day In-Person
1089,Weekly,11/24/2020,12/2/2020,5-Day In-Person
1089,Weekly,12/3/2020,12/9/2020,5-Day In-Person
1089,Weekly,12/10/2020,12/16/2020,5-Day In-Person
1089,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
1089,Weekly,1/7/2021,1/13/2021,5-Day In-Person
1089,Weekly,1/14/2021,1/20/2021,5-Day In-Person
1089,Weekly,1/21/2021,1/26/2021,5-Day In-Person
1089,Weekly,1/27/2021,2/3/2021,5-Day In-Person
1089,Weekly,2/4/2021,2/9/2021,5-Day In-Person
1089,Weekly,2/10/2021,2/16/2021,5-Day In-Person
1089,Weekly,2/17/2021,2/22/2021,5-Day In-Person
1089,Weekly,2/23/2021,3/2/2021,5-Day In-Person
1089,Weekly,3/3/2021,3/9/2021,5-Day In-Person
1089,Weekly,3/10/2021,3/16/2021,5-Day In-Person
1089,Weekly,3/17/2021,3/23/2021,5-Day In-Person
1089,Weekly,3/24/2021,3/30/2021,5-Day In-Person
1089,Weekly,3/31/2021,4/6/2021,5-Day In-Person
1089,Weekly,4/7/2021,4/13/2021,5-Day In-Person
1089,Weekly,4/14/2021,4/20/2021,5-Day In-Person
1089,Weekly,4/21/2021,4/27/2021,5-Day In-Person
1089,Weekly,4/28/2021,5/4/2021,5-Day In-Person
1089,Weekly,5/5/2021,5/11/2021,5-Day In-Person
1089,Weekly,5/12/2021,5/18/2021,5-Day In-Person
1089,Weekly,5/19/2021,5/26/2021,5-Day In-Person
704,Biweekly,8/6/2020,8/19/2020,NA
704,Weekly,8/20/2020,8/26/2020,5-Day In-Person
704,Weekly,8/27/2020,9/2/2020,5-Day In-Person
704,Weekly,9/3/2020,9/9/2020,5-Day In-Person
704,Weekly,9/10/2020,9/16/2020,5-Day In-Person
704,Weekly,9/17/2020,9/23/2020,5-Day In-Person
704,Weekly,9/24/2020,9/30/2020,5-Day In-Person
704,Weekly,10/1/2020,10/7/2020,5-Day In-Person
704,Weekly,10/8/2020,10/14/2020,5-Day In-Person
704,Weekly,10/15/2020,10/21/2020,5-Day In-Person
704,Weekly,10/22/2020,10/28/2020,5-Day In-Person
704,Weekly,10/29/2020,11/4/2020,5-Day In-Person
704,Weekly,11/5/2020,11/11/2020,5-Day In-Person
704,Weekly,11/12/2020,11/19/2020,5-Day In-Person
704,Weekly,11/19/2020,11/24/2020,5-Day In-Person
704,Weekly,11/24/2020,12/2/2020,5-Day In-Person
704,Weekly,12/3/2020,12/9/2020,5-Day In-Person
704,Weekly,12/10/2020,12/16/2020,5-Day In-Person
704,Biweekly,12/17/2020,1/6/2021,5-Day In-Person
704,Weekly,1/7/2021,1/13/2021,Fully Remote
704,Weekly,1/14/2021,1/20/2021,Fully Remote
704,Weekly,1/21/2021,1/26/2021,Fully Remote
704,Weekly,1/27/2021,2/3/2021,Fully Remote
704,Weekly,2/4/2021,2/9/2021,5-Day In-Person
704,Weekly,2/10/2021,2/16/2021,5-Day In-Person
704,Weekly,2/17/2021,2/22/2021,5-Day In-Person
704,Weekly,2/23/2021,3/2/2021,5-Day In-Person
704,Weekly,3/3/2021,3/9/2021,5-Day In-Person
704,Weekly,3/10/2021,3/16/2021,5-Day In-Person
704,Weekly,3/17/2021,3/23/2021,5-Day In-Person
704,Weekly,3/24/2021,3/30/2021,5-Day In-Person
704,Weekly,3/31/2021,4/6/2021,5-Day In-Person
704,Weekly,4/7/2021,4/13/2021,5-Day In-Person
704,Weekly,4/14/2021,4/20/2021,5-Day In-Person
704,Weekly,4/21/2021,4/27/2021,5-Day In-Person
704,Weekly,4/28/2021,5/4/2021,5-Day In-Person
704,Weekly,5/5/2021,5/11/2021,5-Day In-Person
704,Weekly,5/12/2021,5/18/2021,5-Day In-Person
704,Weekly,5/19/2021,5/26/2021,5-Day In-Person
4182,Biweekly,8/6/2020,8/19/2020,Hybrid
4182,Weekly,8/20/2020,8/26/2020,Hybrid
4182,Weekly,8/27/2020,9/2/2020,Hybrid
4182,Weekly,9/3/2020,9/9/2020,Hybrid
4182,Weekly,9/10/2020,9/16/2020,Hybrid
4182,Weekly,9/17/2020,9/23/2020,Hybrid
4182,Weekly,9/24/2020,9/30/2020,Hybrid
4182,Weekly,10/1/2020,10/7/2020,Hybrid
4182,Weekly,10/8/2020,10/14/2020,Hybrid
4182,Weekly,10/15/2020,10/21/2020,Hybrid
4182,Weekly,10/22/2020,10/28/2020,Hybrid
4182,Weekly,10/29/2020,11/4/2020,Hybrid
4182,Weekly,11/5/2020,11/11/2020,Hybrid
4182,Weekly,11/12/2020,11/19/2020,Hybrid
4182,Weekly,11/19/2020,11/24/2020,Hybrid
4182,Weekly,11/24/2020,12/2/2020,Fully Remote
4182,Weekly,12/3/2020,12/9/2020,Fully Remote
4182,Weekly,12/10/2020,12/16/2020,Fully Remote
4182,Biweekly,12/17/2020,1/6/2021,Fully Remote
4182,Weekly,1/7/2021,1/13/2021,Fully Remote
4182,Weekly,1/14/2021,1/20/2021,Hybrid
4182,Weekly,1/21/2021,1/26/2021,Hybrid
4182,Weekly,1/27/2021,2/3/2021,Hybrid
4182,Weekly,2/4/2021,2/9/2021,Hybrid
4182,Weekly,2/10/2021,2/16/2021,Hybrid
4182,Weekly,2/17/2021,2/22/2021,Full Acccess to Hybrid
4182,Weekly,2/23/2021,3/2/2021,Full Access to Hybrid
4182,Weekly,3/3/2021,3/9/2021,Full Access to Hybrid
4182,Weekly,3/10/2021,3/16/2021,Full Access to Hybrid
4182,Weekly,3/17/2021,3/23/2021,Full Access to Hybrid
4182,Weekly,3/24/2021,3/30/2021,Full Access to Hybrid
4182,Weekly,3/31/2021,4/6/2021,Full Access to Hybrid
