enrollment,interval,start,end,model,k5_model,6_8_model
841.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
838.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
833.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
842.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
851.00,Weekly,9/28/2020,10/2/2020,,Virtual,Virtual
879.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
854.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
853.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
853.00,Weekly,10/26/2020,10/30/2020,,Virtual,Hybrid
852.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
852.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
1127.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
1127.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
1127.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
1127.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
1127.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
1127.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
1127.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
1127.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
1127.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
1127.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
1127.00,Weekly,2/22/2021,2/26/2021,Virtual,Virtual,Virtual
1127.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
1127.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
1127.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
1209.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
1213.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
1205.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
1199.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
1205.00,Weekly,9/28/2020,10/2/2020,,Virtual,Virtual
1201.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
1199.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
1199.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
1198.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
1196.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
1195.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
1164.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
1164.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
1164.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
1164.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
1164.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
1164.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
1164.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
1164.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
1164.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
1164.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
1164.00,Weekly,2/22/2021,2/26/2021,Virtual,Virtual,Virtual
1164.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
1164.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
1164.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
1606.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
1606.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
1610.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
1607.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
1603.00,Weekly,9/28/2020,10/2/2020,,Virtual,Virtual
1602.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
1601.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
1600.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
1600.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
1598.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
1597.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
1134.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
1134.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
1134.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
1134.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
1134.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
1134.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
1134.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
1134.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
1134.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
1134.00,Weekly,2/8/2021,2/12/2021,Virtual,Virtual,Virtual
1134.00,Weekly,2/22/2021,2/26/2021,Virtual,Virtual,Virtual
1134.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,3/15/2021,3/19/2021,Hybrid,Virtual,Hybrid
1134.00,Weekly,3/22/2021,3/26/2021,Hybrid,Virtual,Hybrid
1134.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,4/5/2021,4/9/2021,Virtual,Hybrid,Virtual
1134.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
1134.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
1134.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
175.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
174.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
173.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
173.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
173.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
173.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
175.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
177.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
177.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
179.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
144.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
144.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
144.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
144.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
144.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
144.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
144.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
144.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
144.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
144.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
144.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
144.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
144.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
144.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
144.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
144.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
144.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
144.00,Weekly,4/19/2021,4/23/2021,,,
144.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
144.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
144.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
144.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
144.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
144.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2244.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
2236.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
2240.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
2237.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
2232.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
2235.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
2238.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
2241.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
2236.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
2241.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
2238.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
2179.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
2179.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
2179.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
2179.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
2179.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
2179.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
2179.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
2179.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
2179.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
2179.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
2179.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
2179.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
2179.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
2179.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
2179.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
2179.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
2179.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2179.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
2179.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2179.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2179.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2179.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2179.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2179.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
1784.00,Weekly,8/31/2020,9/4/2020,,In-person,Hybrid
2692.00,Weekly,9/7/2020,9/11/2020,,In-person,Hybrid
2167.00,Weekly,9/14/2020,9/18/2020,,In-person,Hybrid
2170.00,Weekly,9/21/2020,9/25/2020,,In-person,Hybrid
2148.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
2151.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
2141.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
2145.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
2161.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
2160.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
2159.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
1826.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,Hybrid
1826.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,Hybrid
1826.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,Hybrid
1826.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,Hybrid
1826.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,Hybrid
1826.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,Hybrid
1826.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,Hybrid
1826.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,Hybrid
1826.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,Hybrid
1826.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
1826.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,Hybrid
1826.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,Hybrid
1826.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,Hybrid
1826.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,Hybrid
1826.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,Hybrid
1826.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,Hybrid
1826.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,Hybrid
1826.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,Hybrid
1826.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,Hybrid
1826.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,Hybrid
1826.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,Hybrid
1826.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,Hybrid
1826.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,Hybrid
1826.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,Hybrid
342.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
384.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
362.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
361.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
359.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
366.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
366.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
367.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
368.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
368.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
368.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
340.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
340.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
340.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
340.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
340.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
340.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
340.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
340.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
340.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
340.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
340.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
340.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
340.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
340.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
340.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
340.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
340.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
340.00,Weekly,4/19/2021,4/23/2021,,,
340.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
340.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
340.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
340.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
340.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
340.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
3155.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
3142.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
3116.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
3112.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
3108.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
3111.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
3113.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
3138.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
3139.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
3116.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
3116.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
3085.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
3085.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
3085.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
3085.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
3085.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
3085.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
3085.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
3085.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
3085.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
3085.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
3085.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
3085.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
3085.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
3085.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
3085.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
3085.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
3085.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
3085.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
3085.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3085.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3085.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3085.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3085.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3085.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
192.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
191.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
191.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
190.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
189.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
189.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
189.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
189.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
189.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
189.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
190.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
190.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
190.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
190.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
190.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
190.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
190.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
190.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
190.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
190.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
190.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
190.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
190.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
190.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
190.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
190.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
190.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
190.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
190.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
190.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
190.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
190.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
190.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
190.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
190.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2689.00,Weekly,9/7/2020,9/11/2020,,In-person,Hybrid
2686.00,Weekly,9/14/2020,9/18/2020,,In-person,Hybrid
2690.00,Weekly,9/21/2020,9/25/2020,,In-person,Hybrid
2692.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
2691.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
2689.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
2691.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
2694.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
2696.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
2695.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
2662.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,Hybrid
2662.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
2662.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,Hybrid
2662.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,Hybrid
2662.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
2662.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,Hybrid
2662.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,Hybrid
2662.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,Hybrid
2662.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,Hybrid
2662.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,Hybrid
2662.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,Hybrid
2662.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,Hybrid
2662.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,Hybrid
2662.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,Hybrid
2662.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,Hybrid
2662.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,Hybrid
2662.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2662.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
2662.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2662.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2662.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2662.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2662.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2662.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
368.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
368.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
369.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
369.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
369.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
369.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
369.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
369.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
369.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
369.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
369.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
354.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
354.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
354.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
354.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
354.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
354.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
354.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
354.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
354.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
354.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
354.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
354.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
354.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
354.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
354.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
354.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
354.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
354.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
354.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
354.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
354.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
354.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
354.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
354.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
3061.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
3066.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
