enrollment,interval,start,end,model,k5_model,6_8_model
447.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
447.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
9759.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
9753.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
9738.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
9633.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
9640.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
9660.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
9680.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
9686.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
9690.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
9697.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
9481.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
9481.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
9481.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
9481.00,Weekly,12/14/2020,12/18/2020,Hybrid,Hybrid,Hybrid
9481.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
9481.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
9481.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
9481.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
9481.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
9481.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
9481.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
4256.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
4237.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
4236.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
4236.00,Weekly,9/21/2020,9/25/2020,,In-person,Hybrid
4238.00,Weekly,9/28/2020,10/2/2020,,In-person,Hybrid
4245.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
4248.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
4248.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
4254.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
4253.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
4256.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
4188.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
4188.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
4188.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
4188.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
4188.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
4188.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
4188.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
4188.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
4188.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
4188.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
4188.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
4188.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
4188.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
4188.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
4188.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
4188.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
4188.00,Weekly,4/5/2021,4/9/2021,,,
4188.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
4188.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
4188.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
4188.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
4188.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
4188.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
4188.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
2141.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
2137.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
2131.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
2125.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
2124.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
2120.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
2121.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
2121.00,Weekly,10/19/2020,10/23/2020,,Virtual,Virtual
2126.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
2126.00,Weekly,11/2/2020,11/6/2020,,Virtual,In-person
2133.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
2062.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,Virtual
2062.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
2062.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,Hybrid
2062.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,Hybrid
2062.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
2062.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
2062.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
2062.00,Weekly,1/25/2021,1/29/2021,In-person,Virtual,In-person
2062.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
2062.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
2062.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
2062.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
2062.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
2062.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
2062.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
2062.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
2062.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
2062.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
2062.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
2062.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
2062.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
2062.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
2062.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
2062.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
419.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
419.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
419.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
419.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
419.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
418.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
418.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
419.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
421.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
421.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
423.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
402.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
402.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
402.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
402.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
402.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
402.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
402.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
402.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
402.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
402.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
402.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
402.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
402.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
402.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
402.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
402.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
402.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
402.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
402.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
402.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
402.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
402.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
402.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
402.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
19163.00,Weekly,8/31/2020,9/4/2020,,Virtual,Virtual
20217.00,Weekly,9/7/2020,9/11/2020,,Virtual,Virtual
20053.00,Weekly,9/14/2020,9/18/2020,,Virtual,Virtual
19986.00,Weekly,9/21/2020,9/25/2020,,Virtual,Virtual
19921.00,Weekly,9/28/2020,10/2/2020,,Virtual,Virtual
19859.00,Weekly,10/5/2020,10/9/2020,,Virtual,Virtual
19827.00,Weekly,10/12/2020,10/16/2020,,Virtual,Virtual
19816.00,Weekly,10/19/2020,10/23/2020,,Virtual,Virtual
19798.00,Weekly,10/26/2020,10/30/2020,,Virtual,Virtual
19805.00,Weekly,11/2/2020,11/6/2020,,Virtual,Virtual
19794.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
18912.00,Weekly,11/16/2020,11/20/2020,Virtual,Virtual,Virtual
18912.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
18912.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
18912.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
18912.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
18912.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
18912.00,Weekly,1/18/2021,1/22/2021,Virtual,Hybrid,Virtual
18912.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Virtual
18912.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Virtual
18912.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Virtual
18912.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Virtual
18912.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Virtual
18912.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,5/10/2021,5/14/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,5/17/2021,5/21/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,5/24/2021,5/28/2021,Hybrid,Hybrid,Hybrid
18912.00,Weekly,5/31/2021,6/4/2021,Hybrid,Hybrid,Hybrid
3263.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
3262.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
3264.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
3265.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
3267.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
3270.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
3282.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
3274.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
3277.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
3273.00,Weekly,11/9/2020,11/13/2020,,Virtual,Virtual
3257.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Virtual
3257.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
3257.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
3257.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
3257.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
3257.00,Weekly,1/11/2021,1/15/2021,Virtual,Virtual,Virtual
3257.00,Weekly,1/18/2021,1/22/2021,Virtual,Virtual,Virtual
3257.00,Weekly,1/25/2021,1/29/2021,Virtual,Virtual,Virtual
3257.00,Weekly,2/1/2021,2/5/2021,Virtual,Virtual,Virtual
3257.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,3/1/2021,3/5/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,3/8/2021,3/12/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,3/15/2021,3/19/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,3/22/2021,3/26/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,3/29/2021,4/2/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,4/5/2021,4/9/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,4/19/2021,4/23/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,4/26/2021,4/30/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,5/3/2021,5/7/2021,Hybrid,Hybrid,Hybrid
3257.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3257.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3257.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3257.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
3752.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
3724.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
3715.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
3707.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
3709.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
3706.00,Weekly,10/12/2020,10/16/2020,,Hybrid,Hybrid
3706.00,Weekly,10/19/2020,10/23/2020,,Hybrid,Hybrid
3700.00,Weekly,10/26/2020,10/30/2020,,Hybrid,Hybrid
3700.00,Weekly,11/2/2020,11/6/2020,,Hybrid,Hybrid
3705.00,Weekly,11/9/2020,11/13/2020,,Hybrid,Hybrid
3631.00,Weekly,11/16/2020,11/20/2020,Hybrid,Hybrid,Hybrid
3631.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
3631.00,Weekly,12/7/2020,12/11/2020,Hybrid,Hybrid,Hybrid
3631.00,Weekly,12/14/2020,12/18/2020,Hybrid,Hybrid,Hybrid
3631.00,Weekly,1/4/2021,1/8/2021,Virtual,Virtual,Virtual
3631.00,Weekly,1/11/2021,1/15/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,1/18/2021,1/22/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,1/25/2021,1/29/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,2/1/2021,2/5/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,2/8/2021,2/12/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,2/22/2021,2/26/2021,Hybrid,Hybrid,Hybrid
3631.00,Weekly,3/1/2021,3/5/2021,Hybrid,In-person,Hybrid
3631.00,Weekly,3/8/2021,3/12/2021,Hybrid,In-person,Hybrid
3631.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,Hybrid
3631.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,Hybrid
3631.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,Hybrid
3631.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,Hybrid
3631.00,Weekly,4/19/2021,4/23/2021,Virtual,Virtual,Virtual
3631.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3631.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3631.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3631.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3631.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3631.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
3946.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
3954.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
3940.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
3951.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
3952.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
3955.00,Weekly,10/5/2020,10/9/2020,,Hybrid,Hybrid
3961.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
3964.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
3965.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
3971.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
3972.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
3887.00,Weekly,11/16/2020,11/20/2020,Hybrid,In-person,Hybrid
3887.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
3887.00,Weekly,12/7/2020,12/11/2020,Hybrid,In-person,Hybrid
3887.00,Weekly,12/14/2020,12/18/2020,Hybrid,In-person,Hybrid
3887.00,Weekly,1/4/2021,1/8/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,1/11/2021,1/15/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,Hybrid
3887.00,Weekly,1/25/2021,1/29/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,2/1/2021,2/5/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,2/8/2021,2/12/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,2/22/2021,2/26/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,3/1/2021,3/5/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,3/8/2021,3/12/2021,Hybrid,In-person,Hybrid
3887.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
3887.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
3887.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
3887.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
3887.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
3887.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3887.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3887.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3887.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3887.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3887.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
4040.00,Weekly,8/31/2020,9/4/2020,,Hybrid,Hybrid
4036.00,Weekly,9/7/2020,9/11/2020,,Hybrid,Hybrid
4036.00,Weekly,9/14/2020,9/18/2020,,Hybrid,Hybrid
4035.00,Weekly,9/21/2020,9/25/2020,,Hybrid,Hybrid
4031.00,Weekly,9/28/2020,10/2/2020,,Hybrid,Hybrid
4034.00,Weekly,10/5/2020,10/9/2020,,In-person,Hybrid
4037.00,Weekly,10/12/2020,10/16/2020,,In-person,Hybrid
4036.00,Weekly,10/19/2020,10/23/2020,,In-person,Hybrid
4041.00,Weekly,10/26/2020,10/30/2020,,In-person,Hybrid
4039.00,Weekly,11/2/2020,11/6/2020,,In-person,Hybrid
4041.00,Weekly,11/9/2020,11/13/2020,,In-person,Hybrid
3993.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,Hybrid
3993.00,Weekly,11/30/2020,12/4/2020,Virtual,Virtual,Virtual
3993.00,Weekly,12/7/2020,12/11/2020,Virtual,Virtual,Virtual
3993.00,Weekly,12/14/2020,12/18/2020,Virtual,Virtual,Virtual
3993.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,Hybrid
3993.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,Hybrid
3993.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
3993.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
3993.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
3993.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
3993.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
3993.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
3993.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
3993.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
3993.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
3993.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
3993.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
3993.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
3993.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
3993.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
3993.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
3993.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
3993.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
3993.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
80.00,Weekly,8/31/2020,9/4/2020,,In-person,In-person
80.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
79.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
79.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
79.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
79.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
79.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
79.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
79.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
79.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
78.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
59.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
59.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
59.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
59.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
59.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
59.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
59.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
59.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
59.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
59.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
59.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
59.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
59.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
59.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
59.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
59.00,Weekly,3/29/2021,4/2/2021,In-person,In-person,In-person
59.00,Weekly,4/5/2021,4/9/2021,In-person,In-person,In-person
59.00,Weekly,4/19/2021,4/23/2021,In-person,In-person,In-person
59.00,Weekly,4/26/2021,4/30/2021,In-person,In-person,In-person
59.00,Weekly,5/3/2021,5/7/2021,In-person,In-person,In-person
59.00,Weekly,5/10/2021,5/14/2021,In-person,In-person,In-person
59.00,Weekly,5/17/2021,5/21/2021,In-person,In-person,In-person
59.00,Weekly,5/24/2021,5/28/2021,In-person,In-person,In-person
59.00,Weekly,5/31/2021,6/4/2021,In-person,In-person,In-person
1647.00,Weekly,9/7/2020,9/11/2020,,In-person,In-person
1643.00,Weekly,9/14/2020,9/18/2020,,In-person,In-person
1638.00,Weekly,9/21/2020,9/25/2020,,In-person,In-person
1638.00,Weekly,9/28/2020,10/2/2020,,In-person,In-person
1640.00,Weekly,10/5/2020,10/9/2020,,In-person,In-person
1641.00,Weekly,10/12/2020,10/16/2020,,In-person,In-person
1642.00,Weekly,10/19/2020,10/23/2020,,In-person,In-person
1641.00,Weekly,10/26/2020,10/30/2020,,In-person,In-person
1642.00,Weekly,11/2/2020,11/6/2020,,In-person,In-person
1640.00,Weekly,11/9/2020,11/13/2020,,In-person,In-person
1578.00,Weekly,11/16/2020,11/20/2020,In-person,In-person,In-person
1578.00,Weekly,11/30/2020,12/4/2020,In-person,In-person,In-person
1578.00,Weekly,12/7/2020,12/11/2020,In-person,In-person,In-person
1578.00,Weekly,12/14/2020,12/18/2020,In-person,In-person,In-person
1578.00,Weekly,1/4/2021,1/8/2021,In-person,In-person,In-person
1578.00,Weekly,1/11/2021,1/15/2021,In-person,In-person,In-person
1578.00,Weekly,1/18/2021,1/22/2021,In-person,In-person,In-person
1578.00,Weekly,1/25/2021,1/29/2021,In-person,In-person,In-person
1578.00,Weekly,2/1/2021,2/5/2021,In-person,In-person,In-person
1578.00,Weekly,2/8/2021,2/12/2021,In-person,In-person,In-person
1578.00,Weekly,2/22/2021,2/26/2021,In-person,In-person,In-person
1578.00,Weekly,3/1/2021,3/5/2021,In-person,In-person,In-person
1578.00,Weekly,3/8/2021,3/12/2021,In-person,In-person,In-person
1578.00,Weekly,3/15/2021,3/19/2021,In-person,In-person,In-person
1578.00,Weekly,3/22/2021,3/26/2021,In-person,In-person,In-person
